,actor_id,outcoming_neighbors_cnt,incoming_neighbors_cnt,neighbors_cnt,outcoming_tx_cnt,incoming_tx_cnt,incoming_minus_outcoming_tx_cnt,address,class
1709,1GkDeB3YrofCQpYWJw19wrJf9Mwc2rhM15,0.0,225.0,225.0,0.0,1.0,1.0,1GkDeB3YrofCQpYWJw19wrJf9Mwc2rhM15,2
1710,1GkR26a75rVdLd2AbFDVbtaEovxRBb4d6S,39.0,101.0,140.0,1.0,1.0,0.0,1GkR26a75rVdLd2AbFDVbtaEovxRBb4d6S,2
1716,1Gmtu49RyNKuModqregARi3Br91ADJSqFy,249.0,0.0,249.0,1.0,0.0,-1.0,1Gmtu49RyNKuModqregARi3Br91ADJSqFy,2
1717,1GnDkf4SWybHgX3ftEUPiGSq38Rp3GuZFf,501.0,0.0,501.0,1.0,0.0,-1.0,1GnDkf4SWybHgX3ftEUPiGSq38Rp3GuZFf,2
1719,1GnaDzG5GwMtNpbtQT8njHWg8uSQ4DgUqg,500.0,0.0,500.0,1.0,0.0,-1.0,1GnaDzG5GwMtNpbtQT8njHWg8uSQ4DgUqg,2
1723,1GokggttD2fkFma8fxjFr7hmcXokNySBc6,0.0,324.0,324.0,0.0,1.0,1.0,1GokggttD2fkFma8fxjFr7hmcXokNySBc6,2
1728,1GrEBJB3Z7rfJqF6HYGMVbD3Pfosi5Nu59,501.0,0.0,501.0,1.0,0.0,-1.0,1GrEBJB3Z7rfJqF6HYGMVbD3Pfosi5Nu59,2
1730,1GrYLcFVdg5UAkL7sK1xuhpPoNGWJNCWk,501.0,0.0,501.0,1.0,0.0,-1.0,1GrYLcFVdg5UAkL7sK1xuhpPoNGWJNCWk,2
1732,1Gt9JgZGWYHB4ndKF922yhatCM4n2xmtWH,501.0,0.0,501.0,1.0,0.0,-1.0,1Gt9JgZGWYHB4ndKF922yhatCM4n2xmtWH,2
1733,1GtCecPMyABB4PrJAnCp5KcNDKuA7qY8pX,6.0,99.0,105.0,1.0,1.0,0.0,1GtCecPMyABB4PrJAnCp5KcNDKuA7qY8pX,2
1734,1GtEL2DhGfCHyDS5wPeThcQ6zXkseEJLAH,249.0,0.0,249.0,1.0,0.0,-1.0,1GtEL2DhGfCHyDS5wPeThcQ6zXkseEJLAH,2
1735,1Gv3vEv9LX3THyaxhzv9CT1TdCfgoA7W3o,501.0,0.0,501.0,1.0,0.0,-1.0,1Gv3vEv9LX3THyaxhzv9CT1TdCfgoA7W3o,2
1737,1GvLrvXcPzi8wEKPiea86H8wwxaP94mhyr,0.0,309.0,309.0,0.0,1.0,1.0,1GvLrvXcPzi8wEKPiea86H8wwxaP94mhyr,2
1739,1GviSPNofaPMrwQPK56sQ5F3fju33zAhEK,0.0,199.0,199.0,0.0,2.0,2.0,1GviSPNofaPMrwQPK56sQ5F3fju33zAhEK,2
1740,1GwfcLVF86B6KEq9zEowA7zyfiBYL5rzMH,0.0,109.0,109.0,0.0,1.0,1.0,1GwfcLVF86B6KEq9zEowA7zyfiBYL5rzMH,2
1741,1GwvdS9Z8NXYyxoUVraJnP5gFRzUDB45cZ,0.0,198.0,198.0,0.0,2.0,2.0,1GwvdS9Z8NXYyxoUVraJnP5gFRzUDB45cZ,2
1743,1Gxbed55byZeJRn4TnWqiSBAoHNeUfbn1x,249.0,0.0,249.0,1.0,0.0,-1.0,1Gxbed55byZeJRn4TnWqiSBAoHNeUfbn1x,2
1745,1GyoZj26z9osbVLMGEvxuqbeQKGo2QkXNe,1.0,101.0,102.0,1.0,1.0,0.0,1GyoZj26z9osbVLMGEvxuqbeQKGo2QkXNe,2
1747,1GzAt7c3dMuzzBiUZf8Kd7EcCedy9ASTaF,0.0,104.0,104.0,0.0,1.0,1.0,1GzAt7c3dMuzzBiUZf8Kd7EcCedy9ASTaF,2
1748,1H12Ha9jAJFoAgVSEJE3a9zaVjmdhVC6LT,2.0,100.0,102.0,1.0,1.0,0.0,1H12Ha9jAJFoAgVSEJE3a9zaVjmdhVC6LT,2
1750,1H2d7E9L6ZTgZfQTKY58MfVHJRkDjSZyGS,0.0,155.0,155.0,0.0,1.0,1.0,1H2d7E9L6ZTgZfQTKY58MfVHJRkDjSZyGS,2
1753,1H3xFp9XmxeNcZf62VbpspGSjem6FkdE8U,357.0,0.0,357.0,1.0,0.0,-1.0,1H3xFp9XmxeNcZf62VbpspGSjem6FkdE8U,2
1754,1H42hBFhCSFBCwrzN5vf87LT3LJrnNZA7r,840.0,0.0,840.0,1.0,0.0,-1.0,1H42hBFhCSFBCwrzN5vf87LT3LJrnNZA7r,2
1758,1H7KXnYNKZPHDi1stVr3dvAECoQcBYo9g5,4.0,101.0,105.0,2.0,2.0,0.0,1H7KXnYNKZPHDi1stVr3dvAECoQcBYo9g5,2
1759,1H7VGis3ob8VTqnbWXPCAJx2c7C7Wsr7Zf,250.0,0.0,250.0,1.0,0.0,-1.0,1H7VGis3ob8VTqnbWXPCAJx2c7C7Wsr7Zf,2
1760,1H7Z67hJaRGs9akYKZZZDUgH69qcEKFEyF,501.0,1.0,502.0,1.0,1.0,0.0,1H7Z67hJaRGs9akYKZZZDUgH69qcEKFEyF,2
1761,1H7bFWN9NtzgHcNEj6y1sxFAgnx56DrN8T,501.0,0.0,501.0,1.0,0.0,-1.0,1H7bFWN9NtzgHcNEj6y1sxFAgnx56DrN8T,2
1762,1H7iqBNzJNfzfpVVE3AG6uj4oFoWUKYnH,3.0,101.0,104.0,1.0,1.0,0.0,1H7iqBNzJNfzfpVVE3AG6uj4oFoWUKYnH,2
1763,1H7ixji38sbRbvAozgVG4JtbGrP2gGVVpc,125.0,0.0,125.0,1.0,0.0,-1.0,1H7ixji38sbRbvAozgVG4JtbGrP2gGVVpc,2
1764,1H8qVVy9Agp2qGXkQRMgQ2hxhAsrYNib8X,0.0,155.0,155.0,0.0,1.0,1.0,1H8qVVy9Agp2qGXkQRMgQ2hxhAsrYNib8X,2
1765,1H9Y45CSwp5UiFWfSZEk7jaBWfbaAYzSh5,0.0,102.0,102.0,0.0,1.0,1.0,1H9Y45CSwp5UiFWfSZEk7jaBWfbaAYzSh5,2
1766,1H9d2QhoYsLpWmvXhNXvhWUERzWNkp46s6,19.0,101.0,120.0,1.0,1.0,0.0,1H9d2QhoYsLpWmvXhNXvhWUERzWNkp46s6,2
1769,1HAFMZuBq37SYDQJwEgd2pnhG3g6jchcuy,0.0,104.0,104.0,0.0,1.0,1.0,1HAFMZuBq37SYDQJwEgd2pnhG3g6jchcuy,2
1770,1HCTSnfPtQMK4Lct11mCm88vsUVDGBKtZh,501.0,2.0,503.0,1.0,1.0,0.0,1HCTSnfPtQMK4Lct11mCm88vsUVDGBKtZh,2
1772,1HEJu3WovpkUdVDBG9ZrZKjDjQLmkDKCbn,4.0,101.0,105.0,2.0,1.0,-1.0,1HEJu3WovpkUdVDBG9ZrZKjDjQLmkDKCbn,2
1773,1HF9vnUFRb5r1bsXiumi8dT2nviL8uitPC,19.0,101.0,120.0,1.0,1.0,0.0,1HF9vnUFRb5r1bsXiumi8dT2nviL8uitPC,2
1777,1HHvW3Joh6fPLfnSsTRgD9HpT4aJFqywYB,125.0,0.0,125.0,1.0,0.0,-1.0,1HHvW3Joh6fPLfnSsTRgD9HpT4aJFqywYB,2
1779,1HJNsh5bD27c4BnxxFXM8cvH9fybi6MiRm,0.0,314.0,314.0,0.0,1.0,1.0,1HJNsh5bD27c4BnxxFXM8cvH9fybi6MiRm,2
1780,1HJpbxoCMRKg1RLXu69wzha9xFeiTJAH1J,2.0,201.0,203.0,1.0,6.0,5.0,1HJpbxoCMRKg1RLXu69wzha9xFeiTJAH1J,2
1782,1HKVm1GbPEnhABpXQkfmx3an1pkVoEJjwy,0.0,102.0,102.0,0.0,2.0,2.0,1HKVm1GbPEnhABpXQkfmx3an1pkVoEJjwy,2
1783,1HKoL8ZXKS5Pu9Kp7phZBhxomPMAQj7MCL,501.0,0.0,501.0,1.0,0.0,-1.0,1HKoL8ZXKS5Pu9Kp7phZBhxomPMAQj7MCL,2
1784,1HLRfguQ5rYAUh8ZtiiJ39bkafC2A5C1aS,249.0,0.0,249.0,1.0,0.0,-1.0,1HLRfguQ5rYAUh8ZtiiJ39bkafC2A5C1aS,2
1785,1HLUj1HSBxjN3oxAE8phtr7QoviqMe4RTF,249.0,0.0,249.0,1.0,0.0,-1.0,1HLUj1HSBxjN3oxAE8phtr7QoviqMe4RTF,2
1787,1HMFfoCwurRK1UimVy7GETza8aBPpy5VgF,37.0,99.0,136.0,1.0,1.0,0.0,1HMFfoCwurRK1UimVy7GETza8aBPpy5VgF,2
1793,1HReRMXX3Ds2ajh2ZyYB173MoapcEKRyyZ,250.0,0.0,250.0,1.0,0.0,-1.0,1HReRMXX3Ds2ajh2ZyYB173MoapcEKRyyZ,2
1794,1HRtKcU9MasFM46W1dKdkpgi6jc6NUrRok,500.0,0.0,500.0,1.0,0.0,-1.0,1HRtKcU9MasFM46W1dKdkpgi6jc6NUrRok,2
1800,1HWX7nNKLJb9mkMM1DcXqHWrwkzznaDFgs,0.0,199.0,199.0,0.0,2.0,2.0,1HWX7nNKLJb9mkMM1DcXqHWrwkzznaDFgs,2
1801,1HYagkEEnUa5Wc6sgT1LSZQ8gkto9ht7qr,0.0,155.0,155.0,0.0,1.0,1.0,1HYagkEEnUa5Wc6sgT1LSZQ8gkto9ht7qr,2
1804,1HZ9SEhfjgr21GZaFiHWFtGxG8i3JedHaj,0.0,202.0,202.0,0.0,3.0,3.0,1HZ9SEhfjgr21GZaFiHWFtGxG8i3JedHaj,2
1805,1HZEpyxPTPsZsCNYMuux44i2MLGZsEFxDa,0.0,103.0,103.0,0.0,1.0,1.0,1HZEpyxPTPsZsCNYMuux44i2MLGZsEFxDa,2
1806,1HazgnpFfR5GoomxSmt6N2vUne2rGpYKYY,94.0,69.0,163.0,2.0,2.0,0.0,1HazgnpFfR5GoomxSmt6N2vUne2rGpYKYY,2
1809,1Hdnzb5c3tFa3hLJJK68fpKYE5573CMwua,0.0,102.0,102.0,0.0,1.0,1.0,1Hdnzb5c3tFa3hLJJK68fpKYE5573CMwua,2
1812,1HeMVeAcZfnNGCxJrwryz5fGaRibykeJzJ,0.0,102.0,102.0,0.0,1.0,1.0,1HeMVeAcZfnNGCxJrwryz5fGaRibykeJzJ,2
1814,1Hf49PCzdJxMezG2kCRnkgsxt8ezgSEZhu,501.0,0.0,501.0,1.0,0.0,-1.0,1Hf49PCzdJxMezG2kCRnkgsxt8ezgSEZhu,2
1815,1HfKD2B1YpjGtQunaVaWrFvoyVqQ1H1Dzh,249.0,0.0,249.0,1.0,0.0,-1.0,1HfKD2B1YpjGtQunaVaWrFvoyVqQ1H1Dzh,2
1818,1HgXFFXeKqPtDc59cUejguecjSpiiMW2ej,501.0,0.0,501.0,1.0,0.0,-1.0,1HgXFFXeKqPtDc59cUejguecjSpiiMW2ej,2
1819,1Hh2TLCU9SCKso5WACPtEq56mSnsu7isk2,0.0,155.0,155.0,0.0,1.0,1.0,1Hh2TLCU9SCKso5WACPtEq56mSnsu7isk2,2
1820,1HhBxuxVNpLgwgggHyKCacxjkmNSwZc6qK,125.0,0.0,125.0,1.0,0.0,-1.0,1HhBxuxVNpLgwgggHyKCacxjkmNSwZc6qK,2
1822,1HhivsZwnnXpGSTBq8dKd5ZdFwQJVBm2mi,249.0,0.0,249.0,1.0,0.0,-1.0,1HhivsZwnnXpGSTBq8dKd5ZdFwQJVBm2mi,2
1825,1HjZXy5QF9SXsYB6NLeSUSvCMUjFK7avd5,0.0,103.0,103.0,0.0,1.0,1.0,1HjZXy5QF9SXsYB6NLeSUSvCMUjFK7avd5,2
1828,1HkE3DyNCqYpjZkzUWuSkuw9Kk5kTXz1g8,357.0,0.0,357.0,1.0,0.0,-1.0,1HkE3DyNCqYpjZkzUWuSkuw9Kk5kTXz1g8,2
1830,1HmsAwJJW1F1CNjixHPMRCrY2rqyjtxqeg,2.0,400.0,402.0,1.0,1.0,0.0,1HmsAwJJW1F1CNjixHPMRCrY2rqyjtxqeg,2
1833,1HpwnhYaoFNvW4Yze1Tss3dbKfwGzRyjYF,92.0,65.0,157.0,1.0,1.0,0.0,1HpwnhYaoFNvW4Yze1Tss3dbKfwGzRyjYF,2
1834,1Hq7qniYryu9Wpr2jZ4WY61U1MyvGC5M4t,2.0,100.0,102.0,1.0,1.0,0.0,1Hq7qniYryu9Wpr2jZ4WY61U1MyvGC5M4t,2
1835,1Hqp7WArxBB25zaqTp9M9LyMBPNemkdGxm,249.0,0.0,249.0,1.0,0.0,-1.0,1Hqp7WArxBB25zaqTp9M9LyMBPNemkdGxm,2
1838,1Hrwj2pc3SFtYErDYH9qDBQzKyd5JtfYzK,501.0,0.0,501.0,1.0,0.0,-1.0,1Hrwj2pc3SFtYErDYH9qDBQzKyd5JtfYzK,2
1839,1HrzdNVaR6paudvdNfpD4SNNKnJqRqyk9w,250.0,0.0,250.0,1.0,0.0,-1.0,1HrzdNVaR6paudvdNfpD4SNNKnJqRqyk9w,2
1840,1HsfFANHq8KHV3kujDJLThowAT6VkUGunQ,501.0,11.0,512.0,1.0,1.0,0.0,1HsfFANHq8KHV3kujDJLThowAT6VkUGunQ,2
1841,1Hso3m13QKPCQRQoDyhMkbrZBgwZPg9m7b,0.0,104.0,104.0,0.0,1.0,1.0,1Hso3m13QKPCQRQoDyhMkbrZBgwZPg9m7b,2
1842,1Hsyvdgp91nhZzbMu14MbPwgteSc2VAA3i,357.0,0.0,357.0,1.0,0.0,-1.0,1Hsyvdgp91nhZzbMu14MbPwgteSc2VAA3i,2
1843,1HtQJakLUgCfPgSXSxUCPwvepEQTq9PLTF,250.0,0.0,250.0,1.0,0.0,-1.0,1HtQJakLUgCfPgSXSxUCPwvepEQTq9PLTF,2
1847,1HuypZqPPDhppPTWeXW9wBrJBv3AfU4dSg,357.0,0.0,357.0,1.0,0.0,-1.0,1HuypZqPPDhppPTWeXW9wBrJBv3AfU4dSg,2
1850,1Hxsr4vY2ctMXoCF4hmxBhKN9PS4qPL3Zg,501.0,0.0,501.0,1.0,0.0,-1.0,1Hxsr4vY2ctMXoCF4hmxBhKN9PS4qPL3Zg,2
1851,1HyEBCfS1MAdywTSdFivaecphA9NqrQJU1,501.0,7.0,508.0,1.0,1.0,0.0,1HyEBCfS1MAdywTSdFivaecphA9NqrQJU1,2
1852,1HyjXyHTUiQ8fcreziZcFTdr3aP4AaVc3f,500.0,0.0,500.0,1.0,0.0,-1.0,1HyjXyHTUiQ8fcreziZcFTdr3aP4AaVc3f,2
1853,1HzQ4PY44UC5kQ3XvtnUy1HTcFkr3pLFWY,501.0,0.0,501.0,1.0,0.0,-1.0,1HzQ4PY44UC5kQ3XvtnUy1HTcFkr3pLFWY,2
1854,1HzVZkYwWqVsf3qwA7z6LTnaeRSHrUZYaZ,125.0,0.0,125.0,1.0,0.0,-1.0,1HzVZkYwWqVsf3qwA7z6LTnaeRSHrUZYaZ,2
1855,1J29TKk5PdFp47nHQRLRfvyPGcDzPRnWPd,0.0,197.0,197.0,0.0,2.0,2.0,1J29TKk5PdFp47nHQRLRfvyPGcDzPRnWPd,2
1856,1J2NjSAfncCVTYQvaQXQeT7g7xSTHVv5r4,0.0,225.0,225.0,0.0,1.0,1.0,1J2NjSAfncCVTYQvaQXQeT7g7xSTHVv5r4,2
1858,1J3NWTgMutD9svCKoo9yJibeicXSAnMNHc,0.0,163.0,163.0,0.0,1.0,1.0,1J3NWTgMutD9svCKoo9yJibeicXSAnMNHc,2
1861,1J5bdvxZKsQgW9i4GFkL6jZ8a9RtgDSXhP,840.0,0.0,840.0,1.0,0.0,-1.0,1J5bdvxZKsQgW9i4GFkL6jZ8a9RtgDSXhP,2
1864,1J72mWSkVQHehAXRF9MnKwkC6xiPd9N2nD,500.0,0.0,500.0,1.0,0.0,-1.0,1J72mWSkVQHehAXRF9MnKwkC6xiPd9N2nD,2
1865,1J7KjjroQDz2jNKiVMP9m7uMXTHbDpPpp5,357.0,0.0,357.0,1.0,0.0,-1.0,1J7KjjroQDz2jNKiVMP9m7uMXTHbDpPpp5,2
1866,1J7L3x764UZujrb5BmYGq1RVWSqoSpQPwX,249.0,0.0,249.0,1.0,0.0,-1.0,1J7L3x764UZujrb5BmYGq1RVWSqoSpQPwX,2
1868,1J7UUifS6bsEz9YYRF3By1iDGh7jKtj2MN,2.0,104.0,106.0,2.0,3.0,1.0,1J7UUifS6bsEz9YYRF3By1iDGh7jKtj2MN,2
1872,1J9zH7TVwTmKii1QdsMJuc4KiC6qDqhkS9,28.0,99.0,127.0,1.0,1.0,0.0,1J9zH7TVwTmKii1QdsMJuc4KiC6qDqhkS9,2
1875,1JBBxwBq7WL3F9KPynBEmrZqRT9Tpgv6FQ,7.0,100.0,107.0,1.0,1.0,0.0,1JBBxwBq7WL3F9KPynBEmrZqRT9Tpgv6FQ,2
1876,1JCLasSA29zGFAR6VeCsgVgskiUfshVn3F,357.0,0.0,357.0,1.0,0.0,-1.0,1JCLasSA29zGFAR6VeCsgVgskiUfshVn3F,2
1877,1JDW2YnXLS6NpJJkyruqkHVBELDLJRJ3Wf,0.0,122.0,122.0,0.0,4.0,4.0,1JDW2YnXLS6NpJJkyruqkHVBELDLJRJ3Wf,2
1881,1JGuLpyrv9JgdtgNCrvDAUhfdCeQRHdFXU,125.0,0.0,125.0,1.0,0.0,-1.0,1JGuLpyrv9JgdtgNCrvDAUhfdCeQRHdFXU,2
1883,1JJ4UmYusdsjirFikvDnqrdCM4odnNJvPU,500.0,0.0,500.0,1.0,0.0,-1.0,1JJ4UmYusdsjirFikvDnqrdCM4odnNJvPU,2
1884,1JJDC3UHRiLbvfBe8wz5cvNaNYug3MG1B5,6.0,99.0,105.0,1.0,1.0,0.0,1JJDC3UHRiLbvfBe8wz5cvNaNYug3MG1B5,2
1886,1JJdNDDDYj4qFqxeHGzPfqcMdNLyoMacPB,501.0,0.0,501.0,1.0,0.0,-1.0,1JJdNDDDYj4qFqxeHGzPfqcMdNLyoMacPB,2
1887,1JKbbBWESYiEYA9yntBJX5fZkuy91o44yb,501.0,1.0,502.0,1.0,1.0,0.0,1JKbbBWESYiEYA9yntBJX5fZkuy91o44yb,2
1889,1JMMkzSRyHcSfxoRdgbQAbxGHo4ZmpGRRs,125.0,0.0,125.0,1.0,0.0,-1.0,1JMMkzSRyHcSfxoRdgbQAbxGHo4ZmpGRRs,2
1892,1JP6P74kUoM6mksDMtpBN9vwzhdd711SvG,501.0,0.0,501.0,1.0,0.0,-1.0,1JP6P74kUoM6mksDMtpBN9vwzhdd711SvG,2
1895,1JPSnNc1yPhd57iHT3oDntvGXsqfKzzp46,251.0,0.0,251.0,2.0,0.0,-2.0,1JPSnNc1yPhd57iHT3oDntvGXsqfKzzp46,2
1896,1JPju7oy9JxwuXFAjTEchYLnViFwajWef7,0.0,192.0,192.0,0.0,2.0,2.0,1JPju7oy9JxwuXFAjTEchYLnViFwajWef7,2
1897,1JQEddb2SF75rnZk6WUSfuWPPBtsqejJFF,0.0,199.0,199.0,0.0,2.0,2.0,1JQEddb2SF75rnZk6WUSfuWPPBtsqejJFF,2
1899,1JS3idz54krnw6sFDvL6wyns3MNYqjN3Xr,6.0,101.0,107.0,1.0,1.0,0.0,1JS3idz54krnw6sFDvL6wyns3MNYqjN3Xr,2
1904,1JU2Rcq8ENfeGX4tN7wt74W8NQRf9X6Vz4,26.0,85.0,111.0,1.0,2.0,1.0,1JU2Rcq8ENfeGX4tN7wt74W8NQRf9X6Vz4,2
1906,1JVJUMGhvQXr9JgRURSHpRMPxriV1LTDy,2.0,123.0,125.0,1.0,1.0,0.0,1JVJUMGhvQXr9JgRURSHpRMPxriV1LTDy,2
1909,1JWCnkbrvUnfeFUNJLTnEaGdy1RzDD7uKB,4.0,101.0,105.0,2.0,2.0,0.0,1JWCnkbrvUnfeFUNJLTnEaGdy1RzDD7uKB,2
1911,1JWgKfVgYMJakzVEZNuSjRtLXL3gQpPEVT,501.0,0.0,501.0,1.0,0.0,-1.0,1JWgKfVgYMJakzVEZNuSjRtLXL3gQpPEVT,2
1913,1JX2bMLB3bNgYPeBymxZ8Tcyp3ub8PWNZQ,357.0,0.0,357.0,1.0,0.0,-1.0,1JX2bMLB3bNgYPeBymxZ8Tcyp3ub8PWNZQ,2
1915,1JZ8hcTUEacWZDEMZs3phLf1JWp35wXoPv,92.0,65.0,157.0,1.0,1.0,0.0,1JZ8hcTUEacWZDEMZs3phLf1JWp35wXoPv,2
1916,1JZQUpQYJnbzU7YYAf6PUao1sF4aKwezeF,357.0,0.0,357.0,1.0,0.0,-1.0,1JZQUpQYJnbzU7YYAf6PUao1sF4aKwezeF,2
1917,1JZs9NsHPr7DXnBSzKNBSLVFQoVFbKUUJS,249.0,0.0,249.0,1.0,0.0,-1.0,1JZs9NsHPr7DXnBSzKNBSLVFQoVFbKUUJS,2
1919,1Ja5bJFN1Cw2DyJXYBynC6h9LaVq9vQAHP,501.0,0.0,501.0,1.0,0.0,-1.0,1Ja5bJFN1Cw2DyJXYBynC6h9LaVq9vQAHP,2
1921,1JadEQ13zBzKJMQ9YzCAU81MhWZbni5RQt,92.0,65.0,157.0,1.0,1.0,0.0,1JadEQ13zBzKJMQ9YzCAU81MhWZbni5RQt,2
1922,1JazGRLdNCNjDYqmvoeA98WhsjKRGCuMWH,92.0,65.0,157.0,1.0,1.0,0.0,1JazGRLdNCNjDYqmvoeA98WhsjKRGCuMWH,2
1928,1JgJ8cme7spz7xSssEWWycYwzMX5Jnh1vy,125.0,0.0,125.0,1.0,0.0,-1.0,1JgJ8cme7spz7xSssEWWycYwzMX5Jnh1vy,2
1931,1JjGTmvmZbA114B5XszvKaqbwoySFkCcMt,7.0,99.0,106.0,2.0,1.0,-1.0,1JjGTmvmZbA114B5XszvKaqbwoySFkCcMt,2
1933,1JjxsPxSp2kGtLbs8d3ZDnRSgZkvN1Wpd3,500.0,0.0,500.0,1.0,0.0,-1.0,1JjxsPxSp2kGtLbs8d3ZDnRSgZkvN1Wpd3,2
1934,1Jm8DdB36JTdYeYChtFewXooPDzN1gfncE,2.0,183.0,185.0,1.0,1.0,0.0,1Jm8DdB36JTdYeYChtFewXooPDzN1gfncE,2
1936,1JmtuUSxpAmbNDW83DgZRyyr9NCPJW97Jc,111.0,0.0,111.0,2.0,0.0,-2.0,1JmtuUSxpAmbNDW83DgZRyyr9NCPJW97Jc,2
1937,1JnVTsvoFwBzRnu7hxLaBysHnGvWfuw28o,0.0,146.0,146.0,0.0,1.0,1.0,1JnVTsvoFwBzRnu7hxLaBysHnGvWfuw28o,2
1938,1JnXVNG1oF8bEYAPM155xFNZ2qpm4nYZ3y,0.0,155.0,155.0,0.0,1.0,1.0,1JnXVNG1oF8bEYAPM155xFNZ2qpm4nYZ3y,2
1939,1JoLBDrtzxPxLJHYqiyASjTGDge4FdMqWn,0.0,197.0,197.0,0.0,2.0,2.0,1JoLBDrtzxPxLJHYqiyASjTGDge4FdMqWn,2
1940,1JoLqkFrdXXkgx7HuqhG4jZGdqFABR5rNf,0.0,198.0,198.0,0.0,2.0,2.0,1JoLqkFrdXXkgx7HuqhG4jZGdqFABR5rNf,2
1941,1JomVCrpow1TGwbkQZETC3egMSS1DW2oDm,0.0,152.0,152.0,0.0,1.0,1.0,1JomVCrpow1TGwbkQZETC3egMSS1DW2oDm,2
1943,1Jpa93X1E6nmAxNobcS7ixFVMqvyXimPvC,249.0,0.0,249.0,1.0,0.0,-1.0,1Jpa93X1E6nmAxNobcS7ixFVMqvyXimPvC,2
1945,1JqXMYLcGQJTJc4497rt21xZefcpnxBpL2,0.0,155.0,155.0,0.0,1.0,1.0,1JqXMYLcGQJTJc4497rt21xZefcpnxBpL2,2
1948,1JrzEv9j1qWNusBMBHBk14UPZEVjfG3tzX,0.0,198.0,198.0,0.0,2.0,2.0,1JrzEv9j1qWNusBMBHBk14UPZEVjfG3tzX,2
1952,1JtoUPNvaSdq4gbAWRSx233ZbVXCYfZt8h,2.0,101.0,103.0,1.0,1.0,0.0,1JtoUPNvaSdq4gbAWRSx233ZbVXCYfZt8h,2
1953,1JvN7w2EwnTPH1TpGfB2P7BubNmeL56xSA,92.0,65.0,157.0,1.0,1.0,0.0,1JvN7w2EwnTPH1TpGfB2P7BubNmeL56xSA,2
1959,1JxBfukrNXmv1afHfKXj17eVpmyUnd9fWD,0.0,105.0,105.0,0.0,3.0,3.0,1JxBfukrNXmv1afHfKXj17eVpmyUnd9fWD,2
1960,1JxRTmn18iRdqg9tbmmgNCFxEzWj4gY9ou,501.0,2.0,503.0,1.0,1.0,0.0,1JxRTmn18iRdqg9tbmmgNCFxEzWj4gY9ou,2
1962,1Jze1hFAidvcfqy6LCSKr3SspTXKP1iQDv,0.0,199.0,199.0,0.0,2.0,2.0,1Jze1hFAidvcfqy6LCSKr3SspTXKP1iQDv,2
1966,1K2jP51pguP86k4KUfUmRAu3VAXB92QWML,844.0,0.0,844.0,1.0,0.0,-1.0,1K2jP51pguP86k4KUfUmRAu3VAXB92QWML,2
1968,1K5MoN7pATLGGBBX37gmAyzZDvAhoyfYZ7,7.0,97.0,104.0,1.0,1.0,0.0,1K5MoN7pATLGGBBX37gmAyzZDvAhoyfYZ7,2
1970,1K81qmfRLtV3VgLdmbxJq6mDTgYAbE7CnM,0.0,199.0,199.0,0.0,2.0,2.0,1K81qmfRLtV3VgLdmbxJq6mDTgYAbE7CnM,2
1972,1K8NpiuW2mkQHRoNqNSAtvMXQC3TzUVJft,501.0,0.0,501.0,1.0,0.0,-1.0,1K8NpiuW2mkQHRoNqNSAtvMXQC3TzUVJft,2
1975,1K8raQ7x6HEiZLA6PNrKKqKyLPf7smcHV9,87.0,38.0,125.0,4.0,2.0,-2.0,1K8raQ7x6HEiZLA6PNrKKqKyLPf7smcHV9,2
1976,1K92pvEo53uSzAA9ML7qHw4Dicpi94JMyK,250.0,0.0,250.0,1.0,0.0,-1.0,1K92pvEo53uSzAA9ML7qHw4Dicpi94JMyK,2
1977,1K9K6xWr7SYT8BE91D8YMpnXBC33F2G8Hp,2.0,104.0,106.0,1.0,2.0,1.0,1K9K6xWr7SYT8BE91D8YMpnXBC33F2G8Hp,2
1978,1KADxLCbZmEVuKW4vXTJRW9PJiWt8Ljdie,250.0,0.0,250.0,1.0,0.0,-1.0,1KADxLCbZmEVuKW4vXTJRW9PJiWt8Ljdie,2
1984,1KCbBxGX5qs7ZR4UVDfbCctEMYCR56G4FE,249.0,0.0,249.0,1.0,0.0,-1.0,1KCbBxGX5qs7ZR4UVDfbCctEMYCR56G4FE,2
1986,1KEHeuBSopsXGGXVeDL3wqmQxxcibqBL3i,0.0,299.0,299.0,0.0,3.0,3.0,1KEHeuBSopsXGGXVeDL3wqmQxxcibqBL3i,2
1987,1KERJNDpRLC2vFg4zpSKa3UB57msES6JBr,125.0,0.0,125.0,1.0,0.0,-1.0,1KERJNDpRLC2vFg4zpSKa3UB57msES6JBr,2
1988,1KEqmRqSEAuuhJAbuX8Hw99jPjcSkFcmJ1,2.0,100.0,102.0,1.0,2.0,1.0,1KEqmRqSEAuuhJAbuX8Hw99jPjcSkFcmJ1,2
1991,1KFGcy37cT92no6evavT6x65xZd66AhTZF,5.0,100.0,105.0,1.0,1.0,0.0,1KFGcy37cT92no6evavT6x65xZd66AhTZF,2
1992,1KFTWapJupGXZDdbAkZT73DtngNj8tLiej,249.0,0.0,249.0,1.0,0.0,-1.0,1KFTWapJupGXZDdbAkZT73DtngNj8tLiej,2
1994,1KKTWw7WzW8HPKV4C1vFPWhYGukCG9nmLc,501.0,0.0,501.0,1.0,0.0,-1.0,1KKTWw7WzW8HPKV4C1vFPWhYGukCG9nmLc,2
